List Price,Address,,,City,Tax ID,,,,,,,,,,Yr Built,,,,,,,,,SF Total,SF Up+Mn,SF Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O/Price,Close Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545000,4035 N KILPATRICK ST,,,Portland,"R292690, R690282, R690283",,,,,,,,,,1951,,,,,,,,,1142,1142,PDX MAPs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545000,550000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255000,7847 N EDISON ST,,,Portland,R100033,,,,,,,,,,1919,,,,,,,,,985,985,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255000,252000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474900,5912 N OBERLIN ST,,,Portland,R215373,,,,,,,,,,1951,,,,,,,,,1687,871,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519900,474900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460000,3105 N WINCHELL ST,,,Portland,R290354,,,,,,,,,,1927,,,,,,,,,1418,1058,PDXMAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460000,540000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259900,5609 N Lombard ST,,,Portland,Not Found,,,,,,,,,,2023,,,,,,,,,762,762,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269900,266000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299000,8712 N DECATUR ST,,,Portland,R598347,,,,,,,,,,2007,,,,,,,,,1012,1012,RMLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310000,291500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325000,9595 N LOMBARD ST,,,Portland,R264150,,,,,,,,,,1914,,,,,,,,,1483,823,Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483999,325000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279900,7517 N Clarendon AVE,,,Portland,Not Found,,,,,,,,,,2023,,,,,,,,,888,888,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339900,288600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479900,7900 N PRINCETON ST,,,Portland,R263942,,,,,,,,,,1965,,,,,,,,,1200,1200,broker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479900,510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355000,7311 N WILLAMETTE BLVD,,,Portland,R272858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695000,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435000,8704 N CHASE AVE,,,Portland,R144117,,,,,,,,,,1962,,,,,,,,,988,988,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435000,440000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449000,9716 N Oswego AVE,,,Portland,R112106,,,,,,,,,,1955,,,,,,,,,936,936,Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449000,480000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372000,9019 N VAN HOUTEN AVE,,,Portland,R137281,,,,,,,,,,1953,,,,,,,,,1037,1037,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372000,374860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699000,7538 N SYRACUSE ST,,,Portland,"R263896, R263898",,,,,,,,,,1904,,,,,,,,,2205,2205,tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699000,430000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549900,7735 N EDISON ST,,,Portland,R100021,,,,,,,,,,1908,,,,,,,,,1959,1459,Flr Plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595000,549105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399999,9749 N ADRIATIC AVE,,,Portland,R297733,,,,,,,,,,2005,,,,,,,,,1423,1423,tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439900,410000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665000,5715 N BOWDOIN ST,,,Portland,R650575,,,,,,,,,,2014,,,,,,,,,2162,2162,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665000,662000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699900,8290 N Fiske AVE,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,2276,1861,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699900,695000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360000,9624 N VAN HOUTEN AVE,,,Portland,R137443,,,,,,,,,,1951,,,,,,,,,964,964,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360000,376000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925100,7635 N DECATUR ST,,,Portland,R100068,,,,,,,,,,1904,,,,,,,,,3318,2262,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925000,925000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579900,7232 N KELLOGG ST,,,Portland,R272660,,,,,,,,,,1910,,,,,,,,,2236,1276,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579900,592000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379000,9450 N WOOLSEY AVE,,,Portland,R573404,,,,,,,,,,2007,,,,,,,,,944,944,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379000,385000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465000,6929 N ARMOUR ST,,,Portland,R676175,,,,,,,,,,2018,,,,,,,,,1462,742,Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465000,483000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595000,7308 N MCKENNA AVE,,,Portland,R248196,,,,,,,,,,1965,,,,,,,,,1882,1352,PDXMAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625000,605000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499000,8809 N DWIGHT AVE,,,Portland,R292372,,,,,,,,,,1925,,,,,,,,,1481,839,Cubicasa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549900,469000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450000,8326 N FOX ST,,,Portland,R228963,,,,,,,,,,1965,,,,,,,,,1196,1196,TAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475000,442500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399000,6225 N OLYMPIA ST,,,Portland,R151180,,,,,,,,,,1919,,,,,,,,,1407,993,FLOOR PLAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425000,420000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215000,8833 N Syracuse,,,Portland,R603072,,,,,,,,,,1969,,,,,,,,,720,720,TAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234000,207500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425000,6410 N AMHERST ST,,,Portland,R165618,,,,,,,,,,1950,,,,,,,,,1168,768,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425000,440000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434900 - 469900,9029 N Chicago AVE,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,1532,1328,BLD PLNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529900,434900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749900,8504 N FISKE AVE,,,Portland,R167749,,,,,,,,,,2017,,,,,,,,,2351,2351,Fl. Plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749900,754900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530000,8533 N CURTIS AVE,,,Portland,R241801,,,,,,,,,,2012,,,,,,,,,1542,1542,RMLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530000,552000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235000,7232 N NEW YORK AVE,,,Portland,R595346,,,,,,,,,,1959,,,,,,,,,520,520,RMLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235000,235000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384900,5918 N NEWARK ST,,,Portland,R226309,,,,,,,,,,1983,,,,,,,,,970,970,Tax Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399000,384900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480000,7021 N BUCHANAN AVE,,,Portland,R263990,,,,,,,,,,1928,,,,,,,,,2282,1366,Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595000,430000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399900,3122 N Hunt ST,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,924,924,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399900,407500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384900,9541 N SYRACUSE ST,,,Portland,R264201,,,,,,,,,,1952,,,,,,,,,891,691,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399900,367000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379500,8953 N KELLOGG ST,,,Portland,R704376,,,,,,,,,,2020,,,,,,,,,1098,928,Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419900,379200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339900,5265 N Oberlin ST,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,930,930,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349900,342900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379900,9414 N WALL AVE,,,Portland,R226288,,,,,,,,,,1951,,,,,,,,,796,796,A Qual...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379900,400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419900,8038 N Hudson ST,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,1171,1171,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454900,442900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435000,9342 N WOOLSEY AVE,,,Portland,R573417,,,,,,,,,,2007,,,,,,,,,1592,1592,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449900,441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529900,9110 N CENTRAL ST,,,Portland,R707972,,,,,,,,,,2023,,,,,,,,,1428,1094,Flr Plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529900,539900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624000,9051 N MOHAWK AVE,,,Portland,R245286,,,,,,,,,,2023,,,,,,,,,1900,1175,appraisal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639000,624000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399900,6929 N LEONARD ST,,,Portland,R263689,,,,,,,,,,1927,,,,,,,,,1398,738,PDX Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399900,444000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449000,6857 N CENTRAL ST,,,Portland,R179706,,,,,,,,,,1954,,,,,,,,,1149,1149,Schematic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449000,449000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495900,8918 N FORTUNE AVE,,,Portland,R226339,,,,,,,,,,1928,,,,,,,,,1828,1028,Tax Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509900,495900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549999,3605 N WILLIS BLVD,,,Portland,R241717,,,,,,,,,,1953,,,,,,,,,1828,1124,Assessor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595000,545000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449900,8112 N Dwight AVE,,,Portland,R292446,,,,,,,,,,1955,,,,,,,,,2084,1184,Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449900,449900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659000,7537 N RICHMOND AVE,,,Portland,R324175,,,,,,,,,,1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425000,9016 N Curtis AVE,,,Portland,R241955,,,,,,,,,,1969,,,,,,,,,980,980,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425000,435000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309900,7557 N Gilbert AVE,,,Portland,New Construction,,,,,,,,,,2023,,,,,,,,,1008,1008,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313900,337500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000,4048 N ATTU ST,,,Portland,R119741,,,,,,,,,,1981,,,,,,,,,1220,1220,Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415000,380000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425000,9334 N EDISON ST,,,Portland,R125046,,,,,,,,,,1905,,,,,,,,,964,964,Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425000,440000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319900,8367 N Swenson ST,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,1016,1016,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319900,319900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447000,9235 N JOHN AVE,,,Portland,R174175,,,,,,,,,,1905,,,,,,,,,1782,990,Prior List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447000,443000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449900,10120 N CENTRAL ST,,,Portland,R181529,,,,,,,,,,1972,,,,,,,,,1232,1232,Last List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449900,449900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439000,9335 N Leonard ST,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,1142,1142,Seller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439000,445000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549900,7014 N SEDRO ST,,,Portland,R151678,,,,,,,,,,1924,,,,,,,,,2102,1218,PDX Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549900,549900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458000,10046 N MOHAWK AVE,,,Portland,R112143,,,,,,,,,,1998,,,,,,,,,1161,1161,Owner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481000,458000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564995,7210 N OATMAN AVE,,,Portland,R106884,,,,,,,,,,1914,,,,,,,,,1692,1152,HES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595000,567000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475000,8580 N JOHN AVE,,,Portland,R191623,,,,,,,,,,1961,,,,,,,,,1366,1366,floorplan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475000,465000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000,9472 N TIOGA AVE,,,Portland,R245618,,,,,,,,,,1912,,,,,,,,,2042,1632,trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450000,355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429000,9737 N JERSEY ST,,,Portland,R591568,,,,,,,,,,2008,,,,,,,,,1604,1604,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440000,424000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349900,10015 N MACRUM AVE,,,Portland,R151101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319900,7465 N New York AVE,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,925,925,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319900,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579900,9326 N TIOGA AVE,,,Portland,R645450,,,,,,,,,,2013,,,,,,,,,1842,1842,RMLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579900,579900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455000,9244 N TIOGA AVE,,,Portland,R245604,,,,,,,,,,1928,,,,,,,,,2084,1292,Tax Rec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455000,445000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219900,6667 N Fessenden ST,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,681,681,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239900,222000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359000,10162 N Barr ST,,,Portland,New Construction,,,,,,,,,,2023,,,,,,,,,1020,1020,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359000,359000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499000,6902 N POLK AVE,,,Portland,R100011,,,,,,,,,,1922,,,,,,,,,1387,894,Se;;er,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499990,521220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710000,4407 N WINCHELL ST,,,Portland,R292475,,,,,,,,,,1944,,,,,,,,,2124,2124,Floor Plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710000,723000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429900,7403 N MCKENNA AVE,,,Portland,R215363,,,,,,,,,,1942,,,,,,,,,2104,1284,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449900,405500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464900,9706 N CLARENDON AVE,,,Portland,R137553,,,,,,,,,,1922,,,,,,,,,2129,1238,floor plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464900,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310000,6445 N AMHERST ST,,,Portland,R165649,,,,,,,,,,1941,,,,,,,,,1576,788,A Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310000,391000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335000,9111 N WALL AVE,,,Portland,R174979,,,,,,,,,,1963,,,,,,,,,1200,1200,Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335000,327000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575000,7314 N HURST AVE,,,Portland,R219840,,,,,,,,,,1944,,,,,,,,,2286,1381,PortlandMp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575000,580000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399900,6199 N Amherst ST,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,966,966,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399900,394000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475000,7310 N MOHAWK AVE,,,Portland,R263974,,,,,,,,,,1921,,,,,,,,,1700,1100,RMLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475000,485000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575000,9743 N SYRACUSE ST,,,Portland,R227345,,,,,,,,,,1915,,,,,,,,,2179,1024,Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575000,575000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569900,8565 N Mohawk AVE,,,Portland,Not Found,,,,,,,,,,2024,,,,,,,,,1703,1703,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569900,576400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475000,7133 N IVANHOE ST,,,Portland,R272713,,,,,,,,,,1922,,,,,,,,,1996,998,tax rec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475000,528000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454900,7478 N Hudson ST,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,1257,1257,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454900,477000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510000,3137 N KILPATRICK ST,,,Portland,R170580,,,,,,,,,,1942,,,,,,,,,2024,1259,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510000,506000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440000,10318 N MOHAWK AVE,,,Portland,R225793,,,,,,,,,,1958,,,,,,,,,1216,1216,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450000,430000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694000,6676 N MEARS ST,,,Portland,R151079,,,,,,,,,,1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699000,694000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599900,8603 N VAN HOUTEN AVE,,,Portland,R248845,,,,,,,,,,1957,,,,,,,,,2420,1210,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599900,642500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398000,8519 N BAYARD AVE,,,Portland,R241764,,,,,,,,,,1970,,,,,,,,,985,985,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398000,398000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529999,8115 N CLARENDON AVE,,,Portland,R248833,,,,,,,,,,1926,,,,,,,,,1526,840,Floorplan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529999,520000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699000,5230 N AMHERST ST,,,Portland,R673892,,,,,,,,,,2016,,,,,,,,,2398,2398,Appraiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735000,686000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575000,6921 N IVANHOE ST,,,Portland,R272725,,,,,,,,,,1962,,,,,,,,,2408,1204,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625000,556750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399900,9126 N ENDICOTT AVE,,,Portland,R241983,,,,,,,,,,1967,,,,,,,,,1440,1440,assessor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429000,390000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349900,6896 N McKenna AVE,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,879,879,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369900,344900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324900,9060 N Buchanan AVE,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,1014,1014,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324900,325000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314900,7453 N Mohawk AVE,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,932,932,plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314900,319900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525000,8007 N OSWEGO AVE,,,Portland,R324096,,,,,,,,,,1940,,,,,,,,,1752,876,tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580000,535000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
